Date,Category,Transaction Type,Amount_IDR,Macro_Category
2018-02-19,Petty cash,Income,35384.356725146194,Others
2018-02-19,Beauty,Expense,35384.356725146194,Health & Personal Care
2018-02-19,Food,Expense,14986.315789473683,Food & Beverage
2018-02-19,Food,Expense,4995.438596491228,Food & Beverage
2018-02-17,Food,Expense,371119.4590643275,Food & Beverage
2018-02-17,Family,Expense,748899.5029239765,Others
2018-02-17,Transportation,Expense,4162.8654970760235,Transportation
2018-02-17,Food,Expense,6244.298245614034,Food & Beverage
2018-02-16,Food,Expense,9366.447368421052,Food & Beverage
2018-02-16,Food,Expense,14986.315789473683,Food & Beverage
2018-02-15,Food,Expense,7285.014619883041,Food & Beverage
2018-02-15,Food,Expense,6244.298245614034,Food & Beverage
2018-02-15,Household,Expense,24352.763157894737,Housing & Utilities
2018-02-14,Food,Expense,12488.596491228069,Food & Beverage
2018-02-13,Food,Expense,5203.581871345029,Food & Beverage
2018-02-13,Food,Expense,7285.014619883041,Food & Beverage
2018-02-13,Food,Expense,14986.315789473683,Food & Beverage
2018-02-12,Food,Expense,7493.157894736842,Food & Beverage
2018-02-12,Food,Expense,6244.298245614034,Food & Beverage
2018-02-12,Food,Expense,33719.21052631579,Food & Beverage
2018-02-11,Transportation,Expense,6244.298245614034,Transportation
2018-02-11,Food,Expense,48913.66959064327,Food & Beverage
2018-02-11,Food,Expense,3122.149122807017,Food & Beverage
2018-02-11,Transportation,Expense,8325.730994152047,Transportation
2018-02-11,Transportation,Expense,3122.149122807017,Transportation
2018-02-10,Food,Expense,14361.88596491228,Food & Beverage
2018-02-09,Apparel,Expense,20398.040935672514,Lifestyle & Entertainment
2018-02-08,Food,Expense,7285.014619883041,Food & Beverage
2018-02-08,Food,Expense,5203.581871345029,Food & Beverage
2018-02-08,Food,Expense,14361.88596491228,Food & Beverage
2018-02-06,Culture,Expense,64940.70175438596,Lifestyle & Entertainment
2018-02-05,Family,Expense,104071.63742690058,Others
2018-02-05,Food,Expense,45791.52046783626,Food & Beverage
2018-02-05,Food,Expense,9366.447368421052,Food & Beverage
2018-02-05,Food,Expense,14361.88596491228,Food & Beverage
2018-02-04,Food,Expense,94080.76023391812,Food & Beverage
2018-02-04,Food,Expense,10407.163742690058,Food & Beverage
2018-02-04,Food,Expense,7285.014619883041,Food & Beverage
2018-02-03,Food,Expense,2081.4327485380118,Food & Beverage
2018-02-03,Transportation,Expense,196695.3947368421,Transportation
2018-02-03,Gpay Reward,Income,1248.859649122807,Income & Rewards
2018-02-02,Food,Expense,17067.748538011696,Food & Beverage
2018-02-02,Gpay Reward,Income,1248.859649122807,Income & Rewards
2018-02-02,Family,Expense,35384.356725146194,Others
2018-02-01,Food,Expense,6244.298245614034,Food & Beverage
2018-02-01,Food,Expense,3122.149122807017,Food & Beverage
2018-02-01,maid,Expense,416286.5497076023,Housing & Utilities
2018-01-31,Food,Expense,66605.84795321638,Food & Beverage
2018-01-31,Transportation,Expense,10407.163742690058,Transportation
2018-01-31,Salary,Income,13453548.713450292,Income & Rewards
2018-01-31,Food,Expense,14361.88596491228,Food & Beverage
2018-01-30,Household,Expense,2081.4327485380118,Housing & Utilities
2018-01-30,Food,Expense,4162.8654970760235,Food & Beverage
2018-01-30,Family,Expense,20814.327485380116,Others
2018-01-29,Food,Expense,9366.447368421052,Food & Beverage
2018-01-29,Food,Expense,8742.017543859649,Food & Beverage
2018-01-29,Food,Expense,14361.88596491228,Food & Beverage
2018-01-28,Food,Expense,4995.438596491228,Food & Beverage
2018-01-28,Household,Expense,203335.16520467834,Housing & Utilities
2018-01-28,Household,Expense,159021.46198830407,Housing & Utilities
2018-01-27,Transportation,Expense,8950160.818713449,Transportation
2018-01-26,Transportation,Expense,3122.149122807017,Transportation
2018-01-26,Transportation,Expense,4162.8654970760235,Transportation
2018-01-26,Apparel,Expense,210016.56432748536,Lifestyle & Entertainment
2018-01-26,Food,Expense,4162.8654970760235,Food & Beverage
2018-01-26,Food,Expense,14361.88596491228,Food & Beverage
2018-01-26,Food,Expense,5203.581871345029,Food & Beverage
2018-01-26,Household,Expense,7909.444444444444,Housing & Utilities
2018-01-25,Food,Expense,14570.029239766081,Food & Beverage
2018-01-24,Food,Expense,7285.014619883041,Food & Beverage
2018-01-23,Household,Expense,56823.11403508772,Housing & Utilities
2018-01-22,Food,Expense,2914.0058479532163,Food & Beverage
2018-01-22,Food,Expense,33719.21052631579,Food & Beverage
2018-01-22,Health,Expense,6244.298245614034,Health & Personal Care
2018-01-22,Food,Expense,14361.88596491228,Food & Beverage
2018-01-21,Food,Expense,79927.01754385965,Food & Beverage
2018-01-20,Amazon pay cashback,Income,416.2865497076023,Income & Rewards
2018-01-20,Food,Expense,2081.4327485380118,Food & Beverage
2018-01-20,Food,Expense,9366.447368421052,Food & Beverage
2018-01-20,subscription,Expense,37257.64619883041,Lifestyle & Entertainment
2018-01-19,Food,Expense,3538.43567251462,Food & Beverage
2018-01-19,Household,Expense,11031.59356725146,Housing & Utilities
2018-01-19,Food,Expense,4162.8654970760235,Food & Beverage
2018-01-19,Household,Expense,9574.590643274852,Housing & Utilities
2018-01-18,Transportation,Expense,10407163.742690058,Transportation
2018-01-18,Food,Expense,45583.37719298245,Food & Beverage
2018-01-18,Food,Expense,8742.017543859649,Food & Beverage
2018-01-18,Food,Expense,14361.88596491228,Food & Beverage
2018-01-16,Household,Expense,34343.64035087719,Housing & Utilities
2018-01-16,Food,Expense,14361.88596491228,Food & Beverage
2018-01-16,Social Life,Expense,62026.695906432746,Lifestyle & Entertainment
2018-01-15,Food,Expense,59112.69005847953,Food & Beverage
2018-01-15,Food,Expense,7909.444444444444,Food & Beverage
2018-01-15,Transportation,Expense,8325.730994152047,Transportation
2018-01-15,Transportation,Expense,55366.11111111111,Transportation
2018-01-14,Transportation,Expense,8325.730994152047,Transportation
2018-01-14,Household,Expense,166098.3333333333,Housing & Utilities
2018-01-14,Transportation,Expense,4162.8654970760235,Transportation
2018-01-14,Transportation,Expense,5203.581871345029,Transportation
2018-01-14,Apparel,Expense,41420.51169590643,Lifestyle & Entertainment
2018-01-14,Transportation,Expense,4787.295321637426,Transportation
2018-01-14,Transportation,Expense,3122.149122807017,Transportation
2018-01-13,Health,Expense,154026.02339181287,Health & Personal Care
2018-01-13,Apparel,Expense,16651.461988304094,Lifestyle & Entertainment
2018-01-12,Household,Expense,47040.38011695906,Housing & Utilities
2018-01-12,Health,Expense,104071.63742690058,Health & Personal Care
2018-01-11,Food,Expense,8742.017543859649,Food & Beverage
2018-01-11,Food,Expense,14361.88596491228,Food & Beverage
2018-01-10,Food,Expense,8325.730994152047,Food & Beverage
2018-01-09,Food,Expense,7076.87134502924,Food & Beverage
2018-01-09,Food,Expense,14361.88596491228,Food & Beverage
2018-01-08,Food,Expense,4162.8654970760235,Food & Beverage
2018-01-08,Other,Income,416286.5497076023,Others
2018-01-08,Household,Expense,291192.4415204678,Housing & Utilities
2018-01-08,Food,Expense,21646.90058479532,Food & Beverage
2018-01-08,Household,Expense,34343.64035087719,Housing & Utilities
2018-01-07,Food,Expense,4162.8654970760235,Food & Beverage
2018-01-07,Transportation,Expense,4162.8654970760235,Transportation
2018-01-06,subscription,Expense,168596.05263157893,Lifestyle & Entertainment
2018-01-06,Household,Expense,7909.444444444444,Housing & Utilities
2018-01-06,Household,Expense,20814.327485380116,Housing & Utilities
2018-01-06,Food,Expense,4162.8654970760235,Food & Beverage
2018-01-06,Food,Expense,14361.88596491228,Food & Beverage
2018-01-05,Maturity amount,Income,1259058.6695906431,Income & Rewards
2018-01-04,Household,Expense,56198.68421052631,Housing & Utilities
2018-01-04,Household,Expense,27058.62573099415,Housing & Utilities
2018-01-04,Food,Expense,14570.029239766081,Food & Beverage
2018-01-04,Documents,Expense,10407.163742690058,Others
2018-01-04,Maturity amount,Income,23598451.92982456,Income & Rewards
2018-01-04,Maturity amount,Income,22245312.5,Income & Rewards
2018-01-03,Food,Expense,141745.5701754386,Food & Beverage
2018-01-03,Transportation,Expense,208143.27485380115,Transportation
2018-01-03,Food,Expense,8325.730994152047,Food & Beverage
2018-01-03,Food,Expense,14361.88596491228,Food & Beverage
2018-01-02,Household,Expense,237283.3333333333,Housing & Utilities
2018-01-02,Health,Expense,32886.63742690058,Health & Personal Care
2018-01-01,subscription,Expense,100325.05847953216,Lifestyle & Entertainment
2018-01-01,Food,Expense,3122.149122807017,Food & Beverage
2018-01-01,Household,Expense,124677.8216374269,Housing & Utilities
2018-01-01,Food,Expense,14361.88596491228,Food & Beverage
2018-01-01,maid,Expense,416286.5497076023,Housing & Utilities
2017-12-31,Food,Expense,6164.465601965601,Food & Beverage
2017-12-31,Salary,Income,13278875.3531941,Income & Rewards
2017-12-31,Interest,Income,122056.4189189189,Income & Rewards
2017-12-30,Food,Expense,5137.054668304668,Food & Beverage
2017-12-29,Family,Expense,92466.98402948401,Others
2017-12-29,Food,Expense,6164.465601965601,Food & Beverage
2017-12-29,Household,Expense,37397.75798525798,Housing & Utilities
2017-12-29,Food,Expense,1027.4109336609336,Food & Beverage
2017-12-29,subscription,Expense,37192.27579852579,Lifestyle & Entertainment
2017-12-28,Food,Expense,2054.821867321867,Food & Beverage
2017-12-27,Food,Expense,14383.75307125307,Food & Beverage
2017-12-26,subscription,Expense,359388.34459459456,Lifestyle & Entertainment
2017-12-25,subscription,Expense,32055.221130221125,Lifestyle & Entertainment
2017-12-25,subscription,Expense,37192.27579852579,Lifestyle & Entertainment
2017-12-25,Transportation,Expense,16438.574938574937,Transportation
2017-12-24,Transportation,Expense,6164.465601965601,Transportation
2017-12-24,Gift,Expense,280277.70270270266,Lifestyle & Entertainment
2017-12-24,Food,Expense,5137.054668304668,Food & Beverage
2017-12-24,Household,Expense,20548.21867321867,Housing & Utilities
2017-12-24,Food,Expense,7191.876535626535,Food & Beverage
2017-12-23,Gift,Expense,163974.785012285,Lifestyle & Entertainment
2017-12-22,Food,Expense,78083.23095823095,Food & Beverage
2017-12-21,Food,Expense,3082.2328009828007,Food & Beverage
2017-12-21,Household,Expense,24246.898034398033,Housing & Utilities
2017-12-21,Food,Expense,13356.342137592135,Food & Beverage
2017-12-21,Food,Expense,14383.75307125307,Food & Beverage
2017-12-20,Food,Expense,19520.80773955774,Food & Beverage
2017-12-20,subscription,Expense,5835694.103194103,Lifestyle & Entertainment
2017-12-19,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-12-19,Family,Expense,102741.09336609335,Others
2017-12-19,Food,Expense,9246.698402948401,Food & Beverage
2017-12-19,Transportation,Expense,2054.821867321867,Transportation
2017-12-19,Food,Expense,14178.270884520882,Food & Beverage
2017-12-18,Apparel,Expense,64110.44226044225,Lifestyle & Entertainment
2017-12-17,Food,Expense,103768.50429975429,Food & Beverage
2017-12-17,Transportation,Expense,6164.465601965601,Transportation
2017-12-17,Household,Expense,180413.3599508599,Housing & Utilities
2017-12-17,Food,Expense,4109.643734643734,Food & Beverage
2017-12-17,Transportation,Expense,5137.054668304668,Transportation
2017-12-17,Transportation,Expense,4109.643734643734,Transportation
2017-12-17,Transportation,Expense,3082.2328009828007,Transportation
2017-12-16,Food,Expense,14178.270884520882,Food & Beverage
2017-12-15,Other,Expense,2054.821867321867,Others
2017-12-15,Food,Expense,3082.2328009828007,Food & Beverage
2017-12-14,Petty cash,Income,616446.5601965601,Others
2017-12-14,Food,Expense,29794.917076167072,Food & Beverage
2017-12-13,Apparel,Expense,20137.2542997543,Lifestyle & Entertainment
2017-12-13,Family,Expense,4109.643734643734,Others
2017-12-13,Food,Expense,14178.270884520882,Food & Beverage
2017-12-12,Food,Expense,8219.287469287468,Food & Beverage
2017-12-12,Food,Expense,20548.21867321867,Food & Beverage
2017-12-12,Food,Expense,16438.574938574937,Food & Beverage
2017-12-10,Food,Expense,18493.396805896802,Food & Beverage
2017-12-10,Food,Expense,63699.47788697788,Food & Beverage
2017-12-10,Food,Expense,5137.054668304668,Food & Beverage
2017-12-10,Food,Expense,13356.342137592135,Food & Beverage
2017-12-09,Food,Expense,17465.98587223587,Food & Beverage
2017-12-08,Food,Expense,83836.73218673217,Food & Beverage
2017-12-07,Food,Expense,14178.270884520882,Food & Beverage
2017-12-06,Food,Expense,25685.273341523338,Food & Beverage
2017-12-05,subscription,Expense,20548.21867321867,Lifestyle & Entertainment
2017-12-05,subscription,Expense,554801.9041769041,Lifestyle & Entertainment
2017-12-04,Household,Expense,192536.80896805893,Housing & Utilities
2017-12-04,Household,Expense,203427.36486486482,Housing & Utilities
2017-12-04,Food,Expense,24657.862407862405,Food & Beverage
2017-12-04,Maturity amount,Income,2894422.082309582,Income & Rewards
2017-12-04,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-12-04,Food,Expense,7191.876535626535,Food & Beverage
2017-12-04,Food,Expense,10274.109336609336,Food & Beverage
2017-12-04,Food,Expense,14178.270884520882,Food & Beverage
2017-12-04,subscription,Expense,22603.040540540536,Lifestyle & Entertainment
2017-12-03,Food,Expense,6164.465601965601,Food & Beverage
2017-12-03,Food,Expense,59589.834152334144,Food & Beverage
2017-12-03,Other,Expense,4109.643734643734,Others
2017-12-03,Beauty,Expense,32877.149877149874,Health & Personal Care
2017-12-02,Food,Expense,7191.876535626535,Food & Beverage
2017-12-02,Food,Expense,14178.270884520882,Food & Beverage
2017-12-01,Food,Expense,25685.273341523338,Food & Beverage
2017-12-01,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-12-01,Food,Expense,14178.270884520882,Food & Beverage
2017-12-01,maid,Expense,410964.3734643734,Housing & Utilities
2017-11-30,Health,Expense,4520.608108108107,Health & Personal Care
2017-11-30,Health,Expense,164385.74938574937,Health & Personal Care
2017-11-30,Health,Expense,4664445.638820638,Health & Personal Care
2017-11-30,Family,Expense,10274.109336609336,Others
2017-11-30,Salary,Income,13281546.62162162,Income & Rewards
2017-11-28,Food,Expense,18493.396805896802,Food & Beverage
2017-11-28,Food,Expense,8630.25184275184,Food & Beverage
2017-11-28,Food,Expense,3698.6793611793605,Food & Beverage
2017-11-28,Household,Expense,23630.451474201473,Housing & Utilities
2017-11-28,Food,Expense,28767.50614250614,Food & Beverage
2017-11-28,Food,Expense,14178.270884520882,Food & Beverage
2017-11-27,Health,Expense,205482.1867321867,Health & Personal Care
2017-11-27,Gpay Reward,Income,1438.375307125307,Income & Rewards
2017-11-27,Transportation,Expense,6164.465601965601,Transportation
2017-11-27,Transportation,Expense,1027.4109336609336,Transportation
2017-11-27,Apparel,Expense,554596.4219901719,Lifestyle & Entertainment
2017-11-26,Gpay Reward,Income,1643.8574938574936,Income & Rewards
2017-11-26,Transportation,Expense,8219.287469287468,Transportation
2017-11-26,Health,Expense,32671.667690417686,Health & Personal Care
2017-11-26,Health,Expense,82192.87469287468,Health & Personal Care
2017-11-26,Transportation,Expense,2054.821867321867,Transportation
2017-11-25,subscription,Expense,32055.221130221125,Lifestyle & Entertainment
2017-11-25,Food,Expense,14178.270884520882,Food & Beverage
2017-11-25,Apparel,Expense,18493.396805896802,Lifestyle & Entertainment
2017-11-25,Food,Expense,2054.821867321867,Food & Beverage
2017-11-24,Culture,Expense,64521.40663390663,Lifestyle & Entertainment
2017-11-23,Food,Expense,4726.0902948402945,Food & Beverage
2017-11-23,Food,Expense,3493.197174447174,Food & Beverage
2017-11-23,Food,Expense,4315.12592137592,Food & Beverage
2017-11-23,Food,Expense,14178.270884520882,Food & Beverage
2017-11-20,Food,Expense,14383.75307125307,Food & Beverage
2017-11-20,scrap,Income,41096.43734643734,Others
2017-11-19,Food,Expense,4109.643734643734,Food & Beverage
2017-11-19,Transportation,Expense,6164.465601965601,Transportation
2017-11-19,Transportation,Expense,4109.643734643734,Transportation
2017-11-19,Culture,Expense,89590.23341523341,Lifestyle & Entertainment
2017-11-18,Household,Expense,49726.68918918918,Housing & Utilities
2017-11-18,Food,Expense,8013.805282555281,Food & Beverage
2017-11-18,subscription,Expense,30205.881449631444,Lifestyle & Entertainment
2017-11-18,Self-development,Expense,195208.07739557736,Lifestyle & Entertainment
2017-11-18,Food,Expense,21370.147420147416,Food & Beverage
2017-11-17,Food,Expense,21575.629606879604,Food & Beverage
2017-11-17,Household,Expense,16438.574938574937,Housing & Utilities
2017-11-17,Food,Expense,5753.501228501228,Food & Beverage
2017-11-16,Food,Expense,14383.75307125307,Food & Beverage
2017-11-15,Food,Expense,107672.66584766583,Food & Beverage
2017-11-15,Household,Expense,42945.77702702702,Housing & Utilities
2017-11-15,Education,Expense,9246.698402948401,Lifestyle & Entertainment
2017-11-15,Food,Expense,5137.054668304668,Food & Beverage
2017-11-15,Household,Expense,19520.80773955774,Housing & Utilities
2017-11-14,Food,Expense,25685.273341523338,Food & Beverage
2017-11-14,Family,Expense,158221.28378378376,Others
2017-11-14,Food,Expense,32877.149877149874,Food & Beverage
2017-11-13,Household,Expense,36986.793611793604,Housing & Utilities
2017-11-13,Food,Expense,14383.75307125307,Food & Beverage
2017-11-13,Food,Expense,10274.109336609336,Food & Beverage
2017-11-13,Household,Expense,55069.22604422604,Housing & Utilities
2017-11-13,Food,Expense,12328.931203931203,Food & Beverage
2017-11-12,Transportation,Expense,6164.465601965601,Transportation
2017-11-12,Food,Expense,313360.33476658474,Food & Beverage
2017-11-12,Food,Expense,2465.7862407862403,Food & Beverage
2017-11-12,Household,Expense,26712.68427518427,Housing & Utilities
2017-11-12,Household,Expense,24657.862407862405,Housing & Utilities
2017-11-12,Other,Expense,758229.269041769,Others
2017-11-12,Transportation,Expense,6986.394348894348,Transportation
2017-11-12,Transportation,Expense,8219.287469287468,Transportation
2017-11-11,Food,Expense,8013.805282555281,Food & Beverage
2017-11-11,Food,Expense,5342.536855036854,Food & Beverage
2017-11-09,Apparel,Expense,14794.717444717442,Lifestyle & Entertainment
2017-11-09,Household,Expense,4109.643734643734,Housing & Utilities
2017-11-09,Household,Expense,13767.30651105651,Housing & Utilities
2017-11-09,Health,Expense,20548.21867321867,Health & Personal Care
2017-11-09,Food,Expense,8219.287469287468,Food & Beverage
2017-11-09,Food,Expense,14383.75307125307,Food & Beverage
2017-11-08,Household,Expense,110754.89864864864,Housing & Utilities
2017-11-08,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-11-08,Food,Expense,26712.68427518427,Food & Beverage
2017-11-07,Food,Expense,14383.75307125307,Food & Beverage
2017-11-06,Food,Expense,8013.805282555281,Food & Beverage
2017-11-05,Transportation,Expense,3082.2328009828007,Transportation
2017-11-05,subscription,Expense,41096.43734643734,Lifestyle & Entertainment
2017-11-03,subscription,Expense,554801.9041769041,Lifestyle & Entertainment
2017-11-02,Food,Expense,4109.643734643734,Food & Beverage
2017-11-02,Other,Expense,26712.68427518427,Others
2017-11-01,subscription,Expense,60822.727272727265,Lifestyle & Entertainment
2017-11-01,Salary,Income,16088844.256756755,Income & Rewards
2017-10-29,subscription,Expense,60822.727272727265,Lifestyle & Entertainment
2017-10-29,subscription,Expense,163459.0247235872,Lifestyle & Entertainment
2017-10-27,Transportation,Expense,8219.287469287468,Transportation
2017-10-26,Transportation,Expense,10274.109336609336,Transportation
2017-10-26,Festivals,Expense,10274.109336609336,Lifestyle & Entertainment
2017-10-26,Festivals,Expense,2054.821867321867,Lifestyle & Entertainment
2017-10-26,Festivals,Expense,102741.09336609335,Lifestyle & Entertainment
2017-10-25,Petty cash,Income,616446.5601965601,Others
2017-10-24,subscription,Expense,60822.727272727265,Lifestyle & Entertainment
2017-10-24,Food,Expense,2054.821867321867,Food & Beverage
2017-10-23,Household,Expense,1849.3396805896803,Housing & Utilities
2017-10-23,Apparel,Expense,45206.08108108107,Lifestyle & Entertainment
2017-10-23,Festivals,Expense,41096.43734643734,Lifestyle & Entertainment
2017-10-23,Household,Expense,20342.736486486483,Housing & Utilities
2017-10-23,Household,Expense,5548.019041769041,Housing & Utilities
2017-10-23,Household,Expense,10274.109336609336,Housing & Utilities
2017-10-23,subscription,Expense,39247.09766584766,Lifestyle & Entertainment
2017-10-22,Transportation,Expense,10274.109336609336,Transportation
2017-10-21,Other,Expense,387950.3685503685,Others
2017-10-21,Food,Expense,6780.912162162162,Food & Beverage
2017-10-21,maid,Expense,410964.3734643734,Housing & Utilities
2017-10-20,Gift,Expense,41096.43734643734,Lifestyle & Entertainment
2017-10-20,Festivals,Expense,4109.643734643734,Lifestyle & Entertainment
2017-10-19,Food,Expense,5137.054668304668,Food & Beverage
2017-10-18,Transportation,Expense,273907.7549140049,Transportation
2017-10-18,Transportation,Expense,252948.57186732182,Transportation
2017-10-17,Petty cash,Income,616446.5601965601,Others
2017-10-13,Family,Expense,14383.75307125307,Others
2017-10-11,Transportation,Expense,135330.56818181818,Transportation
2017-10-10,Household,Expense,2876.750614250614,Housing & Utilities
2017-10-09,Food,Expense,47260.902948402945,Food & Beverage
2017-10-09,Food,Expense,57535.01228501228,Food & Beverage
2017-10-09,subscription,Expense,1158919.5331695331,Lifestyle & Entertainment
2017-10-08,Gift,Expense,1335634.2137592137,Lifestyle & Entertainment
2017-10-08,Family,Expense,657132.0331695331,Others
2017-10-06,Health,Expense,96165.66339066338,Health & Personal Care
2017-10-05,Other,Expense,41096.43734643734,Others
2017-10-04,subscription,Expense,554801.9041769041,Lifestyle & Entertainment
2017-10-04,Health,Expense,10274.109336609336,Health & Personal Care
2017-10-04,Family,Expense,82192.87469287468,Others
2017-10-02,Household,Expense,627748.0804668304,Housing & Utilities
2017-10-02,maid,Expense,410964.3734643734,Housing & Utilities
2017-10-01,subscription,Expense,30616.84582309582,Lifestyle & Entertainment
2017-09-30,Health,Expense,12123.449017199016,Health & Personal Care
2017-09-30,Household,Expense,31849.73894348894,Housing & Utilities
2017-09-30,Food,Expense,27740.095208845207,Food & Beverage
2017-09-30,Food,Expense,6164.465601965601,Food & Beverage
2017-09-30,Household,Expense,123289.31203931202,Housing & Utilities
2017-09-30,Salary,Income,12653182.094594592,Income & Rewards
2017-09-30,Interest,Income,159865.14127764126,Income & Rewards
2017-09-29,Apparel,Expense,12328.931203931203,Lifestyle & Entertainment
2017-09-29,Food,Expense,5137.054668304668,Food & Beverage
2017-09-29,Food,Expense,2054.821867321867,Food & Beverage
2017-09-29,Health,Expense,4315.12592137592,Health & Personal Care
2017-09-28,subscription,Expense,44178.67014742014,Lifestyle & Entertainment
2017-09-28,Transportation,Expense,490691.4619164619,Transportation
2017-09-27,Household,Expense,64110.44226044225,Housing & Utilities
2017-09-27,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-09-27,Gift,Expense,68631.05036855036,Lifestyle & Entertainment
2017-09-25,Food,Expense,6164.465601965601,Food & Beverage
2017-09-25,Food,Expense,61644.65601965601,Food & Beverage
2017-09-24,Transportation,Expense,6164.465601965601,Transportation
2017-09-24,Transportation,Expense,2054.821867321867,Transportation
2017-09-24,Culture,Expense,115070.02457002456,Lifestyle & Entertainment
2017-09-24,Food,Expense,57535.01228501228,Food & Beverage
2017-09-24,Beauty,Expense,20548.21867321867,Health & Personal Care
2017-09-23,Food,Expense,20548.21867321867,Food & Beverage
2017-09-21,Other,Expense,2054.821867321867,Others
2017-09-21,Transportation,Expense,3082.2328009828007,Transportation
2017-09-21,Food,Expense,3082.2328009828007,Food & Beverage
2017-09-21,Food,Expense,2054.821867321867,Food & Beverage
2017-09-21,Transportation,Expense,6164.465601965601,Transportation
2017-09-21,Family,Expense,14383.75307125307,Others
2017-09-20,Health,Expense,4109.643734643734,Health & Personal Care
2017-09-20,Other,Expense,20548.21867321867,Others
2017-09-20,Family,Expense,4109.643734643734,Others
2017-09-18,Health,Expense,11301.520270270268,Health & Personal Care
2017-09-18,Food,Expense,12328.931203931203,Food & Beverage
2017-09-18,Food,Expense,11301.520270270268,Food & Beverage
2017-09-17,Household,Expense,23424.969287469285,Housing & Utilities
2017-09-17,Health,Expense,31027.810196560193,Health & Personal Care
2017-09-17,Household,Expense,114659.06019656018,Housing & Utilities
2017-09-17,Food,Expense,7191.876535626535,Food & Beverage
2017-09-17,Food,Expense,20342.736486486483,Food & Beverage
2017-09-15,Food,Expense,12328.931203931203,Food & Beverage
2017-09-15,Food,Expense,26712.68427518427,Food & Beverage
2017-09-15,Food,Expense,11301.520270270268,Food & Beverage
2017-09-15,Health,Expense,76644.85565110564,Health & Personal Care
2017-09-15,Health,Expense,30822.328009828005,Health & Personal Care
2017-09-15,Transportation,Expense,287675.0614250614,Transportation
2017-09-15,Food,Expense,4931.572481572481,Food & Beverage
2017-09-15,Food,Expense,10274.109336609336,Food & Beverage
2017-09-15,Food,Expense,13561.824324324323,Food & Beverage
2017-09-14,Food,Expense,57945.97665847665,Food & Beverage
2017-09-14,subscription,Expense,20548.21867321867,Lifestyle & Entertainment
2017-09-13,Food,Expense,22603.040540540536,Food & Beverage
2017-09-12,Gpay Reward,Income,1027.4109336609336,Income & Rewards
2017-09-12,Food,Expense,13561.824324324323,Food & Beverage
2017-09-11,Transportation,Expense,12328.931203931203,Transportation
2017-09-11,Transportation,Expense,533842.721130221,Transportation
2017-09-11,Family,Expense,513705.46683046676,Others
2017-09-11,Gpay Reward,Income,1232.8931203931202,Income & Rewards
2017-09-11,Food,Expense,58562.42321867321,Food & Beverage
2017-09-11,Transportation,Expense,20548.21867321867,Transportation
2017-09-11,Transportation,Expense,6164.465601965601,Transportation
2017-09-11,Food,Expense,19109.843366093362,Food & Beverage
2017-09-10,Household,Expense,105617.84398034397,Housing & Utilities
2017-09-09,Health,Expense,9246.698402948401,Health & Personal Care
2017-09-08,Transportation,Expense,295894.34889434883,Transportation
2017-09-08,Food,Expense,40274.5085995086,Food & Beverage
2017-09-06,Family,Expense,102741.09336609335,Others
2017-09-06,Other,Expense,4109.643734643734,Others
2017-09-06,Food,Expense,28767.50614250614,Food & Beverage
2017-09-05,subscription,Expense,554801.9041769041,Lifestyle & Entertainment
2017-09-05,Education,Expense,10274.109336609336,Lifestyle & Entertainment
2017-09-04,Food,Expense,8219.287469287468,Food & Beverage
2017-09-03,Other,Expense,3082.2328009828007,Others
2017-09-03,subscription,Expense,34931.97174447174,Lifestyle & Entertainment
2017-09-01,maid,Expense,168495.3931203931,Housing & Utilities
2017-09-01,Food,Expense,13561.824324324323,Food & Beverage
2017-08-31,Other,Expense,3637.0347051597046,Others
2017-08-31,Household,Expense,12328.931203931203,Housing & Utilities
2017-08-31,Household,Expense,2054.821867321867,Housing & Utilities
2017-08-31,Household,Expense,1027.4109336609336,Housing & Utilities
2017-08-31,Household,Expense,5137.054668304668,Housing & Utilities
2017-08-31,Gpay Reward,Income,1027.4109336609336,Income & Rewards
2017-08-31,Gpay Reward,Income,2876.750614250614,Income & Rewards
2017-08-31,Food,Expense,20342.736486486483,Food & Beverage
2017-08-30,Health,Expense,4520.608108108107,Health & Personal Care
2017-08-30,Salary,Income,12653182.094594592,Income & Rewards
2017-08-29,Transportation,Expense,131508.5995085995,Transportation
2017-08-28,Tourism,Expense,41096.43734643734,Lifestyle & Entertainment
2017-08-28,Food,Expense,4109.643734643734,Food & Beverage
2017-08-27,Tourism,Expense,20548.21867321867,Lifestyle & Entertainment
2017-08-27,Health,Expense,12123.449017199016,Health & Personal Care
2017-08-27,Transportation,Expense,41096.43734643734,Transportation
2017-08-26,Food,Expense,1027.4109336609336,Food & Beverage
2017-08-26,Maturity amount,Income,12689346.959459458,Income & Rewards
2017-08-25,Health,Expense,8013.805282555281,Health & Personal Care
2017-08-24,Transportation,Expense,8219.287469287468,Transportation
2017-08-24,Food,Expense,66781.71068796067,Food & Beverage
2017-08-24,Household,Expense,616446.5601965601,Housing & Utilities
2017-08-24,Apparel,Expense,1068507.3710073708,Lifestyle & Entertainment
2017-08-23,Food,Expense,61644.65601965601,Food & Beverage
2017-08-23,Transportation,Expense,174659.8587223587,Transportation
